0
Cell ID 	 Celda Direccion 	 Celda Num 	 Celda Localidad 	 Celda Provincia 	 Radio Cobertura (en KM) 	 Azimuth 	 Latitud 	 Longitud
 ZSFCULF12 	 SAENZ PENA ROQUE 	 1750	 SANTA FE	 SANTA FE	 2 	 120 	 35.69213486	 -105.93959045
 ZSFSABL12 	 SAAVEDRA 	 9744	 SANTA FE	 SANTA FE	 1.31 	 140 	 35.69213486	 -105.93959045
" ZSTMARL13 	 DEL TRABAJO ,AV. 	 3767	 SANTO TOME - SE	 SANTA FE	 4 	 237 	 35.25148784	 -106.66681568"
 ZSTOCEL13 	 IRIGOYEN H 	 2259	 SANTO TOME - SE	 SANTA FE	 3.81 	 237 	 35.23818833	 -106.6926051
 ZSTPLAO12 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 1.1 	 199 	 -31.67807521	 -60.78428477
 ZSFPMUF13 	 DE LA TORRE LISANDRO 	 2951	 SANTA FE	 SANTA FE	 2 	 237 	 -31.6506729	 -60.7124999
 ZSFZASF13 	 SAN MARTIN 	 1707	 SANTA FE	 SANTA FE	 1 	 240 	 -31.6557119	 -60.7094499
 ZSFSLOG12 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 3 	 140 	 -31.65668094	 -60.73130896
 ZSFCOLN11 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 1.75 	 23 	 -32.81131455	 -61.41171015
 ZSFCGON13 	 3 DE FEBRERO 	 2667	 SANTA FE	 SANTA FE	 0.56 	 240 	 -32.9490239	 -60.6612399
 ZSFCERL12 	 NECOCHEA GRAL MARIANO 	 2953	 SANTA FE	 SANTA FE	 2.8 	 125 	 -33.04196918	 -61.17523711
 ZSFCERL13 	 NECOCHEA GRAL MARIANO 	 2953	 SANTA FE	 SANTA FE	 0.4 	 245 	 -33.04196918	 -61.17523711
 ZSFZASF11 	 SAN MARTIN 	 1707	 SANTA FE	 SANTA FE	 1 	 0 	 -31.6557119	 -60.7094499
 ZSFANFN13 	 SAN JERONIMO 	 1165	 SANTA FE	 SANTA FE	 0.39 	 270 	 -31.66193653	 -60.71258871
 ZSFANFH13 	 SAN JERONIMO 	 1165	 SANTA FE	 SANTA FE	 0.39 	 270 	 -31.66193653	 -60.71258871
 ZSFPALN11 	 25 DE MAYO 	 2536	 SANTA FE	 SANTA FE	 1 	 0 	 -33.23029327	 -60.343853
 ZSFPALF11 	 25 DE MAYO 	 2536	 SANTA FE	 SANTA FE	 1 	 0 	 -33.23029327	 -60.343853
 ZSFPALL11 	 25 DE MAYO 	 2536	 SANTA FE	 SANTA FE	 1 	 357 	 -33.23029327	 -60.343853
 ZSFSLOF12 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 3 	 140 	 -31.65668094	 -60.73130896
 ZSFUNIN11 	 CRESPO GDOR DOMINGO 	 3346	 SANTA FE	 SANTA FE	 1.39 	 0 	 -31.62890921	 -60.71119838
 ZSFPMUF11 	 DE LA TORRE LISANDRO 	 2951	 SANTA FE	 SANTA FE	 1 	 357 	 -31.6506729	 -60.7124999
 ZSFMAKL13 	 MATACOS 	 5048	 SANTA FE	 SANTA FE	 5 	 285 	 -32.9341499	 -60.6927869
 ZSFZASF12 	 SAN MARTIN 	 1707	 SANTA FE	 SANTA FE	 5 	 120 	 -31.6557119	 -60.7094499
 ZSFCENN12 	 SAN MARTIN 	 2849	 SANTA FE	 SANTA FE	 0.34 	 120 	 -31.6427729	 -60.7055499
 ZSFPUEF12 	 VELEZ SARSFIELD 	 3449	 SANTA FE	 SANTA FE	 6 	 120 	 -31.63979335	 -60.68612612
" ZSFWMAN13 	 168 ,RUTA NAC. 	 474	 SANTA FE	 SANTA FE	 6.14 	 323 	 -30.94009521	 -60.65929661"
 ZSFC13L12 	 SARMIENTO DOMINGO F 	 3451	 SANTA FE	 SANTA FE	 2.65 	 117 	 -33.03296519	 -61.17492051
 ZSFSLOH13 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 3 	 259 	 -31.65668094	 -60.73130896
 ZSFCOLM11 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 0.87 	 25 	 -32.81131455	 -61.41171015
 ZSFPMUH13 	 DE LA TORRE LISANDRO 	 2951	 SANTA FE	 SANTA FE	 1.43 	 240 	 -31.6506729	 -60.7124999
 ZSFCOLM14 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 2 	 30 	 -32.81131455	 -61.41171015
 ZSFHIBF12 	 HERNANDARIAS 	 5985	 SANTA FE	 SANTA FE	 1.12 	 120 	 35.69213486	 -105.93959045
" ZASVIEL12 	 011 ,RUTA PROV. 	 455	 SANTO TOME - SE	 SANTA FE	 1.98 	 207 	 -28.5497036	 -56.03514099"
 ZSFSABF12 	 SAAVEDRA 	 9744	 SANTA FE	 SANTA FE	 2 	 140 	 35.69213486	 -105.93959045
 ZSFCOLV15 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 7 	 148 	 -32.81131455	 -61.41171015
 ZSTPLAV11 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 8 	 29 	 -31.67807521	 -60.78428477
 ZSTALBM13 	 CHAPEARUOGE 	 518	 SANTO TOME - SE	 SANTA FE	 4 	 339 	 -10.89687676	 -37.03692221
 ZSTMALN12 	 MALVINAS ARGENTINAS 	 3249	 SANTO TOME - SE	 SANTA FE	 4 	 120 	 -31.66838604	 -60.72541111
 ZSTOCEF12 	 IRIGOYEN H 	 2259	 SANTO TOME - SE	 SANTA FE	 4 	 117 	 35.23818833	 -106.6926051
 ZSVRUGL13 	 RN 11 	 452	 SAUCE VIEJO	 SANTA FE	 4.76 	 302 	 27.4920493	 -99.6025089
 ZSFPMUM12 	 DE LA TORRE LISANDRO 	 2951	 SANTA FE	 SANTA FE	 1 	 120 	 -31.6506729	 -60.7124999
 ZSFPMUF12 	 DE LA TORRE LISANDRO 	 2951	 SANTA FE	 SANTA FE	 1 	 117 	 -31.6506729	 -60.7124999
 ZSFCASN13 	 PUERTO DIQUE 1 	 246	 SANTA FE	 SANTA FE	 0.66 	 240 	 -31.64573255	 -60.69551665
 ZSTOCEF13 	 IRIGOYEN H 	 2259	 SANTO TOME - SE	 SANTA FE	 5 	 237 	 35.23818833	 -106.6926051
 ZSFJBOO13 	 SAN JOSE 	 8501	 SANTA FE	 SANTA FE	 1.3 	 243 	 -31.65351067	 -60.72526406
 ZSTOCEM12 	 IRIGOYEN H 	 2259	 SANTO TOME - SE	 SANTA FE	 5 	 120 	 35.23818833	 -106.6926051
 ZSFGORL12 	 REGIMIENTO 12 INFANTERIA 	 5348	 SANTA FE	 SANTA FE	 0.55 	 185 	 -31.59134997	 -60.72647561
 ZSFNORL12 	 SILVA GENARO 	 5852	 SANTA FE	 SANTA FE	 3 	 125 	 -31.56787143	 -60.7292102
 ZSFHIPF13 	 CASTELLI JUAN JOSE 	 4145	 SANTA FE	 SANTA FE	 1 	 237 	 -31.60206921	 -60.71486236
 ZRINCAV13 	 LABORIE CLJ 	 1544	 SAN JOSE DEL RINCON	 SANTA FE	 7.6 	 280 	 -31.6154727	 -60.60059715
 ZRINCAO13 	 LABORIE CLJ 	 1544	 SAN JOSE DEL RINCON	 SANTA FE	 7.6 	 280 	 -31.6154727	 -60.60059715
 ZSFMAKO13 	 MATACOS 	 5048	 SANTA FE	 SANTA FE	 2.18 	 283 	 -32.9341499	 -60.6927869
 ZSFLLEF12 	 LLERENA JUAN 	 1147	 SANTA FE	 SANTA FE	 2.74 	 117 	 -31.61705652	 -60.68124487
 ZCOLASV13 	 RUTA PROV. N 1 	 2500	 ZONA RURAL	 SANTA FE	 3.57 	 280 	 -34.62181	 -56.64238
 ZSFANFF12 	 SAN JERONIMO 	 1165	 SANTA FE	 SANTA FE	 4 	 149 	 -31.66193653	 -60.71258871
 ZSFCORF12 	 SAN MARTIN 	 2081	 SANTA FE	 SANTA FE	 5 	 117 	 -31.65176111	 -60.70821788
 ZSFOESL13 	 QUIROGA PADRE 	 2285	 SANTA FE	 SANTA FE	 3 	 237 	 -31.6440159	 -60.7338179
 ZSFSLOM12 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 4 	 140 	 -31.65668094	 -60.73130896
 ZSFURQO13 	 JUJUY 	 3051	 SANTA FE	 SANTA FE	 0.62 	 263 	 35.69213486	 -105.93959045
 ZSFSLOF11 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 3 	 20 	 -31.65668094	 -60.73130896
 ZSFCULL13 	 SAENZ PENA ROQUE 	 1750	 SANTA FE	 SANTA FE	 3 	 237 	 35.69213486	 -105.93959045
 ZSTMALV12 	 MALVINAS ARGENTINAS 	 3249	 SANTO TOME - SE	 SANTA FE	 8 	 115 	 -31.66838604	 -60.72541111
 ZSFTATF12 	 CHILE 	 2504	 SANTO TOME - SE	 SANTA FE	 4 	 127 	 -31.76133728	 -71.31877136
 ZSFOESF11 	 QUIROGA PADRE 	 2285	 SANTA FE	 SANTA FE	 3 	 357 	 -31.6440159	 -60.7338179
 ZSTOCEL11 	 IRIGOYEN H 	 2259	 SANTO TOME - SE	 SANTA FE	 1.52 	 357 	 35.23818833	 -106.6926051
 ZSFFLOF13 	 ARENALES 	 7262	 SANTA FE	 SANTA FE	 1.3 	 240 	 -31.6068986	 -60.7240183
" ZSFFREN12 	 AGUIRRE ,CALLEJON 	 1626	 SANTA FE	 SANTA FE	 3.61 	 120 	 -31.58092785	 -60.7231506"
 ZSFESML12 	 25 DE MAYO 	 8150	 SANTA FE	 SANTA FE	 0.88 	 117 	 -33.23029327	 -60.343853
 ZSFCOLV13 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 8 	 263 	 -32.81131455	 -61.41171015
 ZSFOESF13 	 QUIROGA PADRE 	 2285	 SANTA FE	 SANTA FE	 3 	 237 	 -31.6440159	 -60.7338179
 ZSFESMF11 	 25 DE MAYO 	 8150	 SANTA FE	 SANTA FE	 2 	 357 	 -33.23029327	 -60.343853
 ZSFMERF12 	 LOZA CNEL FLORENTINO 	 7188	 SANTA FE	 SANTA FE	 1.92 	 120 	 -31.5668733	 -60.7341103
 ZSFGORN11 	 REGIMIENTO 12 INFANTERIA 	 5348	 SANTA FE	 SANTA FE	 1.5 	 63 	 -31.59134997	 -60.72647561
 ZSFHIPL13 	 CASTELLI JUAN JOSE 	 4145	 SANTA FE	 SANTA FE	 0.78 	 237 	 -31.60206921	 -60.71486236
 ZSFOESF12 	 QUIROGA PADRE 	 2285	 SANTA FE	 SANTA FE	 2 	 117 	 -31.6440159	 -60.7338179
 ZSFCULF11 	 SAENZ PENA ROQUE 	 1750	 SANTA FE	 SANTA FE	 3 	 0 	 35.69213486	 -105.93959045
" ZSFYAGF11 	 PARERA BLAS ,AV. 	 5883	 SANTA FE	 SANTA FE	 2 	 0 	 -31.60927167	 -60.71933754"
" ZSFWMAL12 	 168 ,RUTA NAC. 	 474	 SANTA FE	 SANTA FE	 3.76 	 205 	 -30.94009521	 -60.65929661"
 ZSFCERN12 	 NECOCHEA GRAL MARIANO 	 2953	 SANTA FE	 SANTA FE	 2.8 	 123 	 -33.04196918	 -61.17523711
 ZSFNORN11 	 SILVA GENARO 	 5852	 SANTA FE	 SANTA FE	 7 	 3 	 -31.56787143	 -60.7292102
 ZSFHIBN12 	 HERNANDARIAS 	 5985	 SANTA FE	 SANTA FE	 1.12 	 123 	 35.69213486	 -105.93959045
 ZSFNORM16 	 SILVA GENARO 	 5852	 SANTA FE	 SANTA FE	 5 	 270 	 -31.56787143	 -60.7292102
 ZSFMERO12 	 LOZA CNEL FLORENTINO 	 7188	 SANTA FE	 SANTA FE	 1.92 	 123 	 -31.5668733	 -60.7341103
 ZSFNORL13 	 SILVA GENARO 	 5852	 SANTA FE	 SANTA FE	 5 	 245 	 -31.56787143	 -60.7292102
 ZSVIEJO11 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 3.58 	 39 	 -29.14926055	 -59.64978536
 ZSVIEJM11 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 3.6 	 40 	 -29.14926055	 -59.64978536
 ZSFFLOL11 	 ARENALES 	 7262	 SANTA FE	 SANTA FE	 1.9 	 5 	 -31.6068986	 -60.7240183
 ZSFNUNM13 	 QUIROGA PADRE 	 2896	 SANTA FE	 SANTA FE	 5 	 240 	 -31.64381875	 -60.73365545
 ZSFTATM12 	 CHILE 	 2504	 SANTO TOME - SE	 SANTA FE	 4 	 99 	 -31.76133728	 -71.31877136
 ZSFCOLF13 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 0.96 	 260 	 -32.81131455	 -61.41171015
 ZSTPLAL13 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 4 	 297 	 -31.67807521	 -60.78428477
 ZSFCOLF12 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 5.23 	 140 	 -32.81131455	 -61.41171015
 ZSFCOLN12 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 5.7 	 143 	 -32.81131455	 -61.41171015
 ZSFURQL13 	 JUJUY 	 3051	 SANTA FE	 SANTA FE	 0.62 	 265 	 35.69213486	 -105.93959045
 ZSFGELF13 	 FRANCIA 	 3401	 SANTA FE	 SANTA FE	 0.6 	 307 	 -31.6349639	 -60.7116699
 ZSFCOLM12 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 4.48 	 145 	 -32.81131455	 -61.41171015
 ZSTPLAL12 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 4 	 197 	 -31.67807521	 -60.78428477
 ZSVIEJV13 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 8 	 279 	 -29.14926055	 -59.64978536
 ZSVIEJN12 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 6.38 	 160 	 -29.14926055	 -59.64978536
 ZSVIEJL12 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 4.22 	 157 	 -29.14926055	 -59.64978536
 ZSVIEJN13 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 7.37 	 280 	 -29.14926055	 -59.64978536
 ZSTMALM12 	 MALVINAS ARGENTINAS 	 3249	 SANTO TOME - SE	 SANTA FE	 8 	 119 	 -31.66838604	 -60.72541111
 ZSVIEJL13 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 4.69 	 277 	 -29.14926055	 -59.64978536
 ZSFURQH13 	 JUJUY 	 3051	 SANTA FE	 SANTA FE	 0.62 	 263 	 35.69213486	 -105.93959045
 ZSFCOLH12 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 1 	 143 	 -32.81131455	 -61.41171015
" ZSFWMAH13 	 168 ,RUTA NAC. 	 474	 SANTA FE	 SANTA FE	 2.37 	 323 	 -30.94009521	 -60.65929661"
" ZSFWMAH12 	 168 ,RUTA NAC. 	 474	 SANTA FE	 SANTA FE	 6.88 	 203 	 -30.94009521	 -60.65929661"
" ZSTMARV12 	 DEL TRABAJO ,AV. 	 3767	 SANTO TOME - SE	 SANTA FE	 5 	 119 	 35.25148784	 -106.66681568"
 ZSFCOLV15 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 7 	 148 	 -32.81131455	 -61.41171015
 ZSFCOLV12 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 1 	 143 	 -32.81131455	 -61.41171015
 ZSFANFV11 	 SAN JERONIMO 	 1165	 SANTA FE	 SANTA FE	 0.32 	 30 	 -31.66193653	 -60.71258871
 ZSFURQV13 	 JUJUY 	 3051	 SANTA FE	 SANTA FE	 0.62 	 263 	 35.69213486	 -105.93959045
 ZSFFLOV11 	 ARENALES 	 7262	 SANTA FE	 SANTA FE	 0.55 	 3 	 -31.6068986	 -60.7240183
 ZSTPLAV12 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 8 	 199 	 -31.67807521	 -60.78428477
 ZSFHIPV13 	 CASTELLI JUAN JOSE 	 4145	 SANTA FE	 SANTA FE	 0.78 	 239 	 -31.60206921	 -60.71486236
 ZSTMALV12 	 MALVINAS ARGENTINAS 	 3249	 SANTO TOME - SE	 SANTA FE	 8 	 115 	 -31.66838604	 -60.72541111
 ZSFCOLV14 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 2 	 28 	 -32.81131455	 -61.41171015
 ZSFCOLV16 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 4 	 288 	 -32.81131455	 -61.41171015
 ZSFCOLV13 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 8 	 263 	 -32.81131455	 -61.41171015
 ZSFSLOV13 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 4 	 259 	 -31.65668094	 -60.73130896
 ZSFOESV13 	 QUIROGA PADRE 	 2285	 SANTA FE	 SANTA FE	 3 	 239 	 -31.6440159	 -60.7338179
 ZSTOCEF11 	 IRIGOYEN H 	 2259	 SANTO TOME - SE	 SANTA FE	 3 	 357 	 35.23818833	 -106.6926051
 ZSFNORN11 	 SILVA GENARO 	 5852	 SANTA FE	 SANTA FE	 7 	 3 	 -31.56787143	 -60.7292102
 ZSFGORM11 	 REGIMIENTO 12 INFANTERIA 	 5348	 SANTA FE	 SANTA FE	 2 	 65 	 -31.59134997	 -60.72647561
 ZSFFLOF11 	 ARENALES 	 7262	 SANTA FE	 SANTA FE	 2.3 	 0 	 -31.6068986	 -60.7240183
 ZSVIEJM11 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 3.6 	 40 	 -29.14926055	 -59.64978536
 ZSVIEJN11 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 3.58 	 40 	 -29.14926055	 -59.64978536
 ZSVRUGL13 	 RN 11 	 452	 SAUCE VIEJO	 SANTA FE	 4.76 	 302 	 27.4920493	 -99.6025089
 ZSFGORN11 	 REGIMIENTO 12 INFANTERIA 	 5348	 SANTA FE	 SANTA FE	 1.5 	 63 	 -31.59134997	 -60.72647561
 ZSFFLOF11 	 ARENALES 	 7262	 SANTA FE	 SANTA FE	 2.3 	 0 	 -31.6068986	 -60.7240183
 ZSFCOLF13 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 0.96 	 260 	 -32.81131455	 -61.41171015
 ZSFSLOM12 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 4 	 140 	 -31.65668094	 -60.73130896
 ZSFURQN13 	 JUJUY 	 3051	 SANTA FE	 SANTA FE	 0.62 	 263 	 35.69213486	 -105.93959045
 ZSFCOLL13 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 2.69 	 265 	 -32.81131455	 -61.41171015
 ZSTPLAN12 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 4 	 200 	 -31.67807521	 -60.78428477
 ZSTPLAN13 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 4 	 300 	 -31.67807521	 -60.78428477
 ZSTPLAM12 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 4 	 200 	 -31.67807521	 -60.78428477
 ZSFPUEN12 	 VELEZ SARSFIELD 	 3449	 SANTA FE	 SANTA FE	 6 	 120 	 -31.63979335	 -60.68612612
 ZSFSLOF13 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 3 	 260 	 -31.65668094	 -60.73130896
 ZSTPLAL11 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 4 	 27 	 -31.67807521	 -60.78428477
 ZSFURQO13 	 JUJUY 	 3051	 SANTA FE	 SANTA FE	 0.62 	 263 	 35.69213486	 -105.93959045
 ZSFCOLN12 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 5.7 	 143 	 -32.81131455	 -61.41171015
 ZSFURQL13 	 JUJUY 	 3051	 SANTA FE	 SANTA FE	 0.62 	 265 	 35.69213486	 -105.93959045
 ZSFCULL13 	 SAENZ PENA ROQUE 	 1750	 SANTA FE	 SANTA FE	 3 	 237 	 35.69213486	 -105.93959045
 ZSFCOLM13 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 0.96 	 265 	 -32.81131455	 -61.41171015
 ZSFCOLO12 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 7.32 	 143 	 -32.81131455	 -61.41171015
 ZSFCOLF11 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 0.87 	 20 	 -32.81131455	 -61.41171015
 ZSFSLON12 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 3 	 140 	 -31.65668094	 -60.73130896
 ZSFCOLN13 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 2.69 	 263 	 -32.81131455	 -61.41171015
 ZSFSLOL12 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 3 	 137 	 -31.65668094	 -60.73130896
" ZSFWMAN12 	 168 ,RUTA NAC. 	 474	 SANTA FE	 SANTA FE	 3.57 	 203 	 -30.94009521	 -60.65929661"
 ZSFCOLM12 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 4.48 	 145 	 -32.81131455	 -61.41171015
 ZSFSLOL13 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 3 	 257 	 -31.65668094	 -60.73130896
 ZSFNORM13 	 SILVA GENARO 	 5852	 SANTA FE	 SANTA FE	 2.04 	 245 	 -31.56787143	 -60.7292102
 ZSFGORM11 	 REGIMIENTO 12 INFANTERIA 	 5348	 SANTA FE	 SANTA FE	 2 	 65 	 -31.59134997	 -60.72647561
 ZSTPLAL12 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 4 	 197 	 -31.67807521	 -60.78428477
 ZSFCOLF12 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 5.23 	 140 	 -32.81131455	 -61.41171015
 ZSFARIF11 	 GODOY RUPERTO 	 2505	 SANTA FE	 SANTA FE	 2 	 357 	 -31.61815405	 -60.68495075
 ZSFARIL11 	 GODOY RUPERTO 	 2505	 SANTA FE	 SANTA FE	 1.12 	 357 	 -31.61815405	 -60.68495075
 ZSFSLOM13 	 LAMADRID 	 997	 SANTA FE	 SANTA FE	 4 	 260 	 -31.65668094	 -60.73130896
 ZSTPLAO11 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 2.01 	 29 	 -31.67807521	 -60.78428477
 ZSFCOLL12 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 4.73 	 145 	 -32.81131455	 -61.41171015
 ZSFANFM13 	 SAN JERONIMO 	 1165	 SANTA FE	 SANTA FE	 1 	 270 	 -31.66193653	 -60.71258871
 ZSFCOLM11 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 0.87 	 25 	 -32.81131455	 -61.41171015
 ZSFNORL12 	 SILVA GENARO 	 5852	 SANTA FE	 SANTA FE	 3 	 125 	 -31.56787143	 -60.7292102
 ZSTMALM12 	 MALVINAS ARGENTINAS 	 3249	 SANTO TOME - SE	 SANTA FE	 8 	 119 	 -31.66838604	 -60.72541111
 ZSFANFF13 	 SAN JERONIMO 	 1165	 SANTA FE	 SANTA FE	 1 	 269 	 -31.66193653	 -60.71258871
 ZSFCOLN11 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 1.75 	 23 	 -32.81131455	 -61.41171015
" ZSFPELF11 	 PELLEGRINI DR C ,BVD. 	 3852	 SANTA FE	 SANTA FE	 8 	 0 	 -31.63205113	 -60.71918805"
 ZSFGELL13 	 FRANCIA 	 3401	 SANTA FE	 SANTA FE	 1 	 307 	 -31.6349639	 -60.7116699
 ZSFTATN12 	 CHILE 	 2504	 SANTO TOME - SE	 SANTA FE	 3.02 	 130 	 -31.76133728	 -71.31877136
 ZSFSABF13 	 SAAVEDRA 	 9744	 SANTA FE	 SANTA FE	 3 	 260 	 35.69213486	 -105.93959045
 ZSFNORF12 	 SILVA GENARO 	 5852	 SANTA FE	 SANTA FE	 2.11 	 120 	 -31.56787143	 -60.7292102
 ZSFFLOM13 	 ARENALES 	 7262	 SANTA FE	 SANTA FE	 4 	 240 	 -31.6068986	 -60.7240183
" ZSFPELM11 	 PELLEGRINI DR C ,BVD. 	 3852	 SANTA FE	 SANTA FE	 8 	 0 	 -31.63205113	 -60.71918805"
 ZSTOCEM12 	 IRIGOYEN H 	 2259	 SANTO TOME - SE	 SANTA FE	 5 	 120 	 35.23818833	 -106.6926051
 ZSFCULM11 	 SAENZ PENA ROQUE 	 1750	 SANTA FE	 SANTA FE	 3 	 3 	 35.69213486	 -105.93959045
 ZSFCULF11 	 SAENZ PENA ROQUE 	 1750	 SANTA FE	 SANTA FE	 3 	 0 	 35.69213486	 -105.93959045
 ZSFCULL11 	 SAENZ PENA ROQUE 	 1750	 SANTA FE	 SANTA FE	 3 	 357 	 35.69213486	 -105.93959045
 ZSTPLAM13 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 4 	 300 	 -31.67807521	 -60.78428477
 ZSTALBL13 	 CHAPEARUOGE 	 518	 SANTO TOME - SE	 SANTA FE	 8 	 337 	 -10.89687676	 -37.03692221
 ZSTPLAM11 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 4 	 30 	 -31.67807521	 -60.78428477
 ZSVIEJO13 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 8 	 279 	 -29.14926055	 -59.64978536
 ZSVIEJL12 	 RIVADAVIA 	 1064	 SAUCE VIEJO	 SANTA FE	 4.22 	 157 	 -29.14926055	 -59.64978536
 ZSFURQH13 	 JUJUY 	 3051	 SANTA FE	 SANTA FE	 0.62 	 263 	 35.69213486	 -105.93959045
 ZSFCNTH13 	 SUIPACHA 	 2549	 SANTA FE	 SANTA FE	 1 	 243 	 -31.64021603	 -60.70426488
 ZCOLASF11 	 RUTA PROV. N 1 	 2500	 ZONA RURAL	 SANTA FE	 2 	 37 	 -34.62181	 -56.64238
 ZSFMAKF12 	 MATACOS 	 5048	 SANTA FE	 SANTA FE	 4.59 	 160 	 -32.9341499	 -60.6927869
 ZSFCASF13 	 PUERTO DIQUE 1 	 246	 SANTA FE	 SANTA FE	 1 	 240 	 -31.64573255	 -60.69551665
" ZSFWMAL11 	 168 ,RUTA NAC. 	 474	 SANTA FE	 SANTA FE	 2.37 	 85 	 -30.94009521	 -60.65929661"
" ZSFWMAN11 	 168 ,RUTA NAC. 	 474	 SANTA FE	 SANTA FE	 2.37 	 83 	 -30.94009521	 -60.65929661"
 ZSFCANF12 	 DEL CAMPILLO JUAN 	 1376	 SANTA FE	 SANTA FE	 2.37 	 120 	 -31.6328892	 -60.68818275
 ZSFCORF11 	 SAN MARTIN 	 2081	 SANTA FE	 SANTA FE	 1 	 357 	 -31.65176111	 -60.70821788
 ZSTOCEN12 	 IRIGOYEN H 	 2259	 SANTO TOME - SE	 SANTA FE	 6.18 	 120 	 35.23818833	 -106.6926051
 ZSTOCEL12 	 IRIGOYEN H 	 2259	 SANTO TOME - SE	 SANTA FE	 3.81 	 117 	 35.23818833	 -106.6926051
